Product_ID,Company,Product_Name,Category,Initial_Stock,Current_Stock,Cost_Price,Selling_Price,Commission_Type,Commission_Value,Active,Low_Stock_Threshold
HAN-B3FB6,Hanfala Leather,Card Holder,Leather Goods,10,10,280.0,400.0,Percentage,20,TRUE,5
HAN-581F0,Hanfala Leather,Men Wallet,Leather Goods,2,2,500.0,0.0,Percentage,20,TRUE,5
HAN-FAE9A,Hanfala Leather,Purse,Leather Goods,2,2,1000.0,1800.0,Percentage,20,TRUE,5
HAN-28ECF,Hanfala Leather,card Holder fold,Leather Goods,2,2,380.0,400.0,Percentage,20,TRUE,5
HAN-B7C53,Hanfala Leather,Larger Passoprt Holder(paid),Leather Goods,0,0,0.0,600.0,Percentage,20,TRUE,5
HAN-1C1D8,Hanfala Leather,Glass Holder ( paid),Leather Goods,0,0,0.0,0.0,Percentage,20,TRUE,5
HAN-7CA06,Hanfala Leather,Tab Cover,Leather Goods,1,1,2000.0,2500.0,Percentage,20,TRUE,5
HAN-E4AB2,Hanfala Leather,Laptop Cover,Leather Goods,1,1,3200.0,3800.0,Percentage,20,TRUE,5
HAN-4C607,Hanfala Leather,Toiletries Holder Small,Leather Goods,1,1,1400.0,1800.0,Percentage,20,TRUE,5
HAN-F9BBA,Hanfala Leather,Toiletries Holder Large,Leather Goods,1,1,1500.0,2000.0,Percentage,20,TRUE,5
HAN-95C77,Hanfala Leather,LADIES Tote Bag Green,Leather Goods,1,1,0.0,0.0,Percentage,20,TRUE,5
HAN-6042B,Hanfala Leather,LADIES Tote Bag,Leather Goods,1,1,0.0,0.0,Percentage,20,TRUE,5
HAN-20468,Hanfala Leather,Inventory 15/06/2026,Leather Goods,0,0,0.0,0.0,Percentage,20,TRUE,5
HAN-A5028,Hanfala Leather,Womens Wallet,Leather Goods,0,0,1000.0,1400.0,Percentage,20,TRUE,5
HAN-D06EB,Hanfala Leather,Belt,Leather Goods,0,0,1000.0,1500.0,Percentage,20,TRUE,5
HAN-C1470,Hanfala Leather,Card Holder,Leather Goods,0,0,280.0,400.0,Percentage,20,TRUE,5
HAN-92B3A,Hanfala Leather,Men Wallet,Leather Goods,0,0,500.0,600.0,Percentage,20,TRUE,5
HAN-BAC3F,Hanfala Leather,Purse,Leather Goods,0,0,1000.0,1800.0,Percentage,20,TRUE,5
HAN-B86DF,Hanfala Leather,card Holder fold,Leather Goods,0,0,380.0,400.0,Percentage,20,TRUE,5
HAN-6EE22,Hanfala Leather,Larger Passoprt Holder(paid),Leather Goods,0,0,0.0,600.0,Percentage,20,TRUE,5
HAN-30934,Hanfala Leather,Glass Holder ( paid),Leather Goods,0,0,0.0,0.0,Percentage,20,TRUE,5
HAN-76330,Hanfala Leather,Tab Cover,Leather Goods,0,0,2000.0,2500.0,Percentage,20,TRUE,5
HAN-D8DCA,Hanfala Leather,Laptop Cover,Leather Goods,0,0,3200.0,3800.0,Percentage,20,TRUE,5
HAN-45AEC,Hanfala Leather,Toiletries Holder Small,Leather Goods,0,0,1400.0,1800.0,Percentage,20,TRUE,5
HAN-74594,Hanfala Leather,Toiletries Holder Large,Leather Goods,0,0,1500.0,2000.0,Percentage,20,TRUE,5
HAN-50993,Hanfala Leather,LADIES Tote Bag Green,Leather Goods,0,0,0.0,5000.0,Percentage,20,TRUE,5
HAN-0A002,Hanfala Leather,LADIES Tote Bag,Leather Goods,0,0,0.0,5500.0,Percentage,20,TRUE,5
HAN-7FB12,Hanfala Leather,New Arrivals 25/06/2026,Leather Goods,0,0,0.0,0.0,Percentage,20,TRUE,5
HAN-DE7AD,Hanfala Leather,Womens Wallet,Leather Goods,0,0,1000.0,1500.0,Percentage,20,TRUE,5
HAN-7CA41,Hanfala Leather,Belt Double Side,Leather Goods,0,0,2000.0,1500.0,Percentage,20,TRUE,5
HAN-C7B83,Hanfala Leather,Belt One Side,Leather Goods,0,0,1500.0,400.0,Percentage,20,TRUE,5
HAN-4E39E,Hanfala Leather,Card Holder,Leather Goods,0,0,300.0,400.0,Percentage,20,TRUE,5
HAN-F561C,Hanfala Leather,Card Holder Fold,Leather Goods,0,0,330.0,500.0,Percentage,20,TRUE,5
HAN-50AD2,Hanfala Leather,Passport Holder,Leather Goods,0,0,700.0,800.0,Percentage,20,TRUE,5
HAN-3BA70,Hanfala Leather,Phone Case Bag,Leather Goods,0,0,2000.0,2800.0,Percentage,20,TRUE,5
ELE-3D64A,Elegance & Mela Studio,Brown ladies bag,Bags & Leather,1,1,0.0,3200.0,Percentage,20,TRUE,5
ELE-727ED,Elegance & Mela Studio,Pattern ladies bag,Bags & Leather,1,1,0.0,3500.0,Percentage,20,TRUE,5
ELE-D1A66,Elegance & Mela Studio,Tote bag,Bags & Leather,1,1,0.0,1500.0,Percentage,20,TRUE,5
ELE-8B816,Elegance & Mela Studio,17 inch laptop bag,Bags & Leather,1,1,0.0,3500.0,Percentage,20,TRUE,5
ELE-BC467,Elegance & Mela Studio,14 inch laptop bag,Bags & Leather,1,1,0.0,3200.0,Percentage,20,TRUE,5
ELE-E1A94,Elegance & Mela Studio,Lamp Nikisat,Bags & Leather,1,1,0.0,8500.0,Percentage,20,TRUE,5
ELE-2C024,Elegance & Mela Studio,Lamp,Bags & Leather,2,2,0.0,4500.0,Percentage,20,TRUE,5
